id,geo_enabled,statuses_count,followers_count,friends_count,favourites_count,label,user_name_length,screen_name_length,description_length,follower_to_friends_ratio,reputation_score,lev_distance,age,tweet_to_age_ratio
485384525,1.0,2647,604,296,170,0,8,14,89,2.0405405405405403,0.6711111111111111,8,10,264.7
2152052819,0.0,3719,220,198,255,0,8,10,57,1.1111111111111112,0.5263157894736842,6,9,413.22222222222223
634704287,1.0,6629,286,127,1110,0,4,12,25,2.251968503937008,0.6924939467312349,8,10,662.9
2557136665,0.0,894,55,65,43,0,11,10,108,0.8461538461538461,0.4583333333333333,1,8,111.75
92999280,0.0,31414,344,318,123,0,11,10,111,1.0817610062893082,0.5196374622356495,11,13,2416.4615384615386
372835779,1.0,10171,369,259,3192,0,2,7,26,1.4247104247104247,0.5875796178343949,7,11,924.6363636363636
1858934186,1.0,11133,6897,3735,22522,0,6,11,52,1.846586345381526,0.6487020316027088,5,9,1237.0
282427769,0.0,14376,363,306,1753,0,13,8,67,1.1862745098039216,0.5426008968609866,6,11,1306.909090909091
40219052,1.0,30812,252,234,45,0,4,12,49,1.0769230769230769,0.5185185185185185,10,13,2370.153846153846
1408912964,0.0,1311,169,342,347,0,6,12,82,0.49415204678362573,0.33072407045009783,7,9,145.66666666666666
40008819,0.0,177,41,154,39,0,13,10,64,0.2662337662337662,0.21025641025641026,11,13,13.615384615384615
777083114,0.0,17348,321,231,7932,0,10,15,72,1.3896103896103895,0.5815217391304348,13,10,1734.8
24080811,1.0,176950,35379,587,241,0,6,11,130,60.27086882453152,0.9836790301951843,8,13,13611.538461538461
990963038,1.0,265,26,107,442,0,3,8,23,0.24299065420560748,0.19548872180451127,6,10,26.5
448697610,1.0,2127,229,262,510,0,14,12,32,0.8740458015267175,0.4663951120162933,8,11,193.36363636363637
110928853,0.0,41271,15171,210,7721,0,5,3,90,72.24285714285715,0.9863467914960016,2,12,3439.25
54552304,1.0,1876,334,912,587,0,13,12,56,0.36622807017543857,0.2680577849117175,1,13,144.30769230769232
2772354013,0.0,1197,28,98,223,0,3,14,0,0.2857142857142857,0.2222222222222222,11,8,149.625
2799099042,0.0,1318,166,233,615,0,15,9,75,0.7124463519313304,0.41604010025062654,15,8,164.75
400983194,1.0,13209,204,115,3414,0,13,6,102,1.7739130434782608,0.6394984326018809,12,11,1200.8181818181818
497404180,0.0,84124,1575,1601,9220,0,4,6,9,0.9837601499063086,0.4959068010075567,2,10,8412.4
14587971,0.0,1410,844,1416,111,0,20,11,137,0.596045197740113,0.3734513274336283,19,14,100.71428571428571
3022543596,0.0,85,74,121,307,0,11,8,50,0.6115702479338843,0.37948717948717947,8,7,12.142857142857142
121976265,1.0,25279,495,628,432,0,4,9,158,0.7882165605095541,0.44078361531611754,8,12,2106.5833333333335
2914171005,1.0,462,370,548,36,0,5,13,47,0.6751824817518248,0.40305010893246185,13,8,57.75
2644167680,0.0,24063,662,208,56035,0,14,15,69,3.1826923076923075,0.7609195402298851,14,8,3007.875
33764583,1.0,2449,148,134,495,0,15,14,16,1.1044776119402986,0.524822695035461,1,13,188.3846153846154
223345906,0.0,19678,423,261,10626,0,20,12,18,1.6206896551724137,0.618421052631579,20,12,1639.8333333333333
420189045,1.0,9510,1087,1096,4279,0,13,12,126,0.9917883211678832,0.4979386165826844,13,11,864.5454545454545
1668189836,0.0,4353,157,168,2083,0,4,8,41,0.9345238095238095,0.48307692307692307,8,9,483.6666666666667
375299270,1.0,2630,76,158,632,0,4,15,31,0.4810126582278481,0.3247863247863248,15,11,239.0909090909091
23444554,0.0,249449,5169,3418,14341,0,18,12,159,1.5122878876535986,0.6019564457901478,16,13,19188.384615384617
1465761582,1.0,24457,841,482,7231,0,5,8,60,1.7448132780082988,0.63567649281935,8,9,2717.4444444444443
44686891,1.0,32407,2418,2465,7282,0,15,9,158,0.9809330628803246,0.49518738480442354,9,13,2492.846153846154
2561813863,0.0,79,8,24,23,0,8,10,118,0.3333333333333333,0.25,2,8,9.875
2445641666,0.0,1515,3656,238,24,0,19,14,118,15.361344537815127,0.9388803287108372,5,8,189.375
344317888,0.0,361,60,223,99,0,10,14,74,0.26905829596412556,0.21201413427561838,12,11,32.81818181818182
2511944460,1.0,2689,380,155,27,0,6,15,42,2.4516129032258065,0.7102803738317757,13,8,336.125
2618119582,1.0,30259,1767,120,6774,0,8,9,83,14.725,0.9364069952305246,8,8,3782.375
88345204,1.0,8058,672,717,610,0,18,9,43,0.9372384937238494,0.4838012958963283,15,13,619.8461538461538
2214453095,0.0,1382,520,1302,1143,0,16,12,105,0.39938556067588327,0.2854006586169045,14,9,153.55555555555554
221475117,1.0,26478,552,427,2975,0,4,10,12,1.2927400468384076,0.5638406537282942,10,12,2206.5
26528107,1.0,5352,384,187,877,0,14,7,138,2.053475935828877,0.6725043782837128,10,13,411.6923076923077
101669097,1.0,52423,1940,305,14166,0,11,8,106,6.360655737704918,0.8641425389755011,10,12,4368.583333333333
2977924797,0.0,242,187,152,86,0,13,12,156,1.230263157894737,0.551622418879056,1,7,34.57142857142857
2317599350,1.0,2964,165,647,776,0,20,11,159,0.2550231839258114,0.20320197044334976,9,8,370.5
165077100,0.0,1975,527,1778,196,0,10,15,160,0.296400449943757,0.22863340563991325,7,12,164.58333333333334
2202044150,1.0,125,296,435,1071,0,15,14,18,0.6804597701149425,0.4049247606019152,10,9,13.88888888888889
73237856,1.0,160,165,574,31,0,11,11,32,0.2874564459930314,0.2232746955345061,1,13,12.307692307692308
2356425746,0.0,10423,169,313,6879,0,12,11,61,0.5399361022364217,0.3506224066390041,1,8,1302.875
3018260990,0.0,3517,274,635,1126,0,20,13,0,0.431496062992126,0.30143014301430143,7,7,502.42857142857144
1135530474,1.0,1926,341,294,1451,0,10,9,41,1.1598639455782314,0.537007874015748,2,9,214.0
834680701,0.0,2391,148,258,943,0,5,12,12,0.5736434108527132,0.3645320197044335,12,10,239.1
3007481400,1.0,776,196,134,379,0,6,11,6,1.462686567164179,0.593939393939394,9,7,110.85714285714286
235696520,1.0,60715,616,604,3281,0,3,10,21,1.0198675496688743,0.5049180327868853,8,11,5519.545454545455
2257069046,1.0,2178,93,210,88,0,5,10,48,0.44285714285714284,0.3069306930693069,5,9,242.0
5812422,1.0,6641,1471,1977,7841,0,14,13,99,0.7440566514921598,0.42662412993039445,1,15,442.73333333333335
1086489391,0.0,1296,351,422,682,0,7,15,23,0.8317535545023697,0.4540750323415265,8,9,144.0
2294138446,0.0,500,108,151,2027,0,14,13,0,0.7152317880794702,0.416988416988417,2,8,62.5
19325141,1.0,162921,1249,1724,1794,0,5,7,160,0.724477958236659,0.42011436259670365,3,13,12532.384615384615
2596423866,1.0,23663,473,457,2988,0,1,9,89,1.0350109409190371,0.5086021505376344,9,8,2957.875
100837759,1.0,94113,1357,520,91458,0,2,14,61,2.6096153846153847,0.7229621736814065,14,13,7239.461538461538
887505716,1.0,7811,244,242,5385,0,5,12,25,1.0082644628099173,0.5020576131687243,11,10,781.1
80477690,0.0,7051,189,206,2449,0,6,10,5,0.9174757281553398,0.47848101265822784,10,13,542.3846153846154
250364288,1.0,5210,641,426,1678,0,13,15,133,1.5046948356807512,0.6007497656982193,6,11,473.6363636363636
2302538826,0.0,711,49,205,74,0,7,8,88,0.23902439024390243,0.19291338582677164,6,8,88.875
505440359,1.0,24257,510,322,8884,0,9,11,0,1.5838509316770186,0.6129807692307693,10,10,2425.7
3033858666,0.0,45,41,219,76,0,12,10,0,0.1872146118721461,0.1576923076923077,9,7,6.428571428571429
121268938,1.0,80156,1962,1094,1873,0,9,10,122,1.793418647166362,0.6420157068062827,9,12,6679.666666666667
573301009,1.0,2685,167,156,1888,0,4,14,0,1.0705128205128205,0.5170278637770898,11,10,268.5
1456643797,1.0,4952,22,301,150,0,9,10,127,0.07308970099667775,0.06811145510835913,3,9,550.2222222222222
56032903,1.0,160869,1592,1303,631,0,9,15,130,1.2217958557175748,0.5499136442141623,15,13,12374.538461538461
1536909666,0.0,13,13,51,20,0,14,10,31,0.2549019607843137,0.203125,8,9,1.4444444444444444
300264746,1.0,61850,836,688,872,0,12,11,83,1.2151162790697674,0.5485564304461942,1,11,5622.727272727273
344261687,1.0,78397,1712,1009,4558,0,19,13,43,1.696729435084242,0.6291804483645719,16,11,7127.0
19849696,1.0,5297,1331,1943,63,0,15,7,93,0.6850231600617601,0.4065363469761759,14,13,407.46153846153845
1057635702,0.0,4156,1242,1999,59,0,11,8,21,0.6213106553276638,0.3832150570811478,8,9,461.77777777777777
2290983830,1.0,22364,1236,624,16114,0,3,12,101,1.9807692307692308,0.6645161290322581,11,8,2795.5
713804306,1.0,23056,433,288,27152,0,3,15,12,1.5034722222222223,0.6005547850208044,13,10,2305.6
613345676,1.0,12230,1203,2001,5542,0,15,11,160,0.6011994002998501,0.37546816479400746,14,10,1223.0
1499931151,1.0,26559,326,264,7777,0,5,15,13,1.2348484848484849,0.5525423728813559,10,9,2951.0
17801629,1.0,23645,1008,1756,897,0,13,10,142,0.5740318906605922,0.36468885672937773,11,14,1688.9285714285713
157029836,0.0,94769,1477,908,126,0,16,15,0,1.6266519823788546,0.619287211740042,1,12,7897.416666666667
26203719,1.0,37857,372,547,663,0,10,10,22,0.680073126142596,0.4047878128400435,10,13,2912.076923076923
933183398,1.0,5279,244,275,707,0,9,11,0,0.8872727272727273,0.4701348747591522,4,10,527.9
299271462,1.0,1002,302,275,1075,0,11,10,86,1.0981818181818181,0.5233968804159446,9,11,91.0909090909091
888320442,0.0,104,122,435,60,0,11,10,73,0.28045977011494255,0.21903052064631956,1,10,10.4
266794738,0.0,2348,193,191,387,0,13,12,0,1.0104712041884816,0.5026041666666666,1,11,213.45454545454547
498418001,1.0,32443,491,208,5631,0,11,8,100,2.360576923076923,0.7024320457796852,10,10,3244.3
2347977979,1.0,4265,171,129,1838,0,16,13,29,1.3255813953488371,0.57,5,8,533.125
2223611410,1.0,2117,370,330,4254,0,18,15,38,1.121212121212121,0.5285714285714286,17,9,235.22222222222223
330169460,0.0,14524,349,333,642,0,3,10,70,1.048048048048048,0.5117302052785924,7,11,1320.3636363636363
2210140580,1.0,1049,53,186,439,0,6,13,0,0.2849462365591398,0.2217573221757322,7,9,116.55555555555556
21257459,1.0,10383,374,372,137,0,13,11,78,1.0053763440860215,0.5013404825737265,2,13,798.6923076923077
874719912,1.0,125,23,84,18,0,12,13,160,0.27380952380952384,0.21495327102803738,3,10,12.5
2778387798,0.0,306,330,336,43,0,13,10,145,0.9821428571428571,0.4954954954954955,3,8,38.25
23808818,0.0,16064,41442,4967,3079,0,20,15,159,8.343466881417354,0.892973345687259,9,13,1235.6923076923076
79894962,1.0,6509,315,317,4396,0,12,12,57,0.9936908517350158,0.49841772151898733,9,13,500.6923076923077
11630862,1.0,19697,746,237,66,0,16,8,146,3.147679324894515,0.7589013224821973,8,15,1313.1333333333334
635818294,0.0,1916,221,265,2412,0,14,9,34,0.8339622641509434,0.4547325102880658,10,10,191.6
614447598,1.0,8158,158,347,5043,0,3,14,62,0.4553314121037464,0.31287128712871287,13,10,815.8
485273674,1.0,107367,2856,265,14885,0,1,11,0,10.777358490566037,0.9150913168856136,11,10,10736.7
169194549,0.0,62631,52287,209,19,0,14,13,125,250.17703349282297,0.9960187442852789,1,12,5219.25
2563768914,0.0,48397,1824,758,12787,0,5,11,18,2.4063324538258577,0.7064291247095275,6,8,6049.625
990902802,1.0,15449,572,481,4311,0,5,14,52,1.1891891891891893,0.5432098765432098,13,10,1544.9
1376920032,0.0,22761,4056,101,10680,0,5,9,72,40.15841584158416,0.9757036324272311,8,9,2529.0
442079113,1.0,3085,183,221,3183,0,20,13,160,0.8280542986425339,0.452970297029703,18,11,280.45454545454544
